2,400,4
3,900,8
4,1600,16
5,2500,32
6,3600,64
7,4900,128
8,6400,256
9,8100,512
10,10000,1024
11,12100,2048
12,14400,4096
13,16900,8192
14,19600,16384
15,22500,32768
16,25600,65536
17,28900,131072
18,32400,262144
19,36100,524288
20,40000,1048576
21,44100,2097152
22,48400,4194304
23,52900,8388608
24,57600,16777216
25,62500,33554432
26,67600,67108864
27,72900,134217728
28,78400,268435456
29,84100,536870912
30,90000,1073741824
31,96100,2147483648
32,102400,4294967296
33,108900,8589934592
34,115600,17179869184
35,122500,34359738368
36,129600,68719476736
37,136900,137438953472
38,144400,274877906944
39,152100,549755813888
40,160000,1099511627776
41,168100,2199023255552
42,176400,4398046511104
43,184900,8796093022208
44,193600,17592186044416
45,202500,35184372088832
46,211600,70368744177664
47,220900,140737488355328
48,230400,281474976710656
49,240100,562949953421312
50,250000,1125899906842624
51,260100,2251799813685248
52,270400,4503599627370496
53,280900,9007199254740992
54,291600,18014398509481984
55,302500,36028797018963968
56,313600,72057594037927936
57,324900,144115188075855872
58,336400,288230376151711744
59,348100,576460752303423488
60,360000,1152921504606846976
61,372100,2305843009213693952
62,384400,4611686018427387904
63,396900,9223372036854775808
64,409600,18446744073709551615
65,422500,18446744073709551615
66,435600,18446744073709551615
67,448900,18446744073709551615
68,462400,18446744073709551615
69,476100,18446744073709551615
70,490000,18446744073709551615
71,504100,18446744073709551615
72,518400,18446744073709551615
73,532900,18446744073709551615
74,547600,18446744073709551615
75,562500,18446744073709551615
76,577600,18446744073709551615
77,592900,18446744073709551615
78,608400,18446744073709551615
79,624100,18446744073709551615
80,640000,18446744073709551615
81,656100,18446744073709551615
82,672400,18446744073709551615
83,688900,18446744073709551615
84,705600,18446744073709551615
85,722500,18446744073709551615
86,739600,18446744073709551615
87,756900,18446744073709551615
88,774400,18446744073709551615
89,792100,18446744073709551615
90,810000,18446744073709551615
91,828100,18446744073709551615
92,846400,18446744073709551615
93,864900,18446744073709551615
94,883600,18446744073709551615
95,902500,18446744073709551615
96,921600,18446744073709551615
97,940900,18446744073709551615
98,960400,18446744073709551615
99,980100,18446744073709551615
